iter	RMSE
202	117.0479332
203	117.0162034
204	116.97268
205	116.9361093
206	116.9152177
207	116.8795694
208	116.8542095
209	116.8138641
210	116.7396972
211	116.7045846
212	116.6676764
213	116.6304716
214	116.5939422
215	116.5556656
216	116.5065711
217	116.4575842
218	116.3980796
219	116.3786806
220	116.3415686
221	116.3193444
222	116.2913063
223	116.2508023
224	116.2190848
225	116.1863897
226	116.1542173
227	116.1133072
228	116.0752633
229	116.0455509
230	116.0124021
231	115.9755874
232	115.9113923
233	115.872412
234	115.8234454
235	115.7991266
236	115.7788531
237	115.7541925
238	115.726435
239	115.6944138
240	115.6349832
241	115.5826665
242	115.5516095
243	115.5236766
244	115.4908062
245	115.4585154
246	115.4365428
247	115.3613286
248	115.3294598
249	115.3039369
250	115.2728283
251	115.2372836
252	115.2149724
253	115.1784521
254	115.1509739
255	115.1171896
256	115.0801089
257	115.0465644
258	115.0264321
259	115.0001674
260	114.9657774
261	114.937014
262	114.9005519
263	114.850989
264	114.8235851
265	114.7828144
266	114.7593908
267	114.7370509
268	114.7228763
269	114.6928864
270	114.6709238
271	114.6371747
272	114.6111271
273	114.5791714
274	114.5590118
275	114.5373896
276	114.5059846
277	114.4795768
278	114.4634199
279	114.4067053
280	114.3817753
281	114.3556423
282	114.337087
283	114.3088924
284	114.2976548
285	114.2710546
286	114.2537853
287	114.2228751
288	114.1922546
289	114.1717984
290	114.1492853
291	114.1284444
292	114.1056229
293	114.0782232
294	114.0398278
295	114.0191833
296	113.9888934
297	113.9614113
298	113.9156617
299	113.8985218
300	113.8823211
301	113.8648906
302	113.8287553
303	113.8117677
304	113.7640018
305	113.7258305
306	113.7055365
307	113.6610204
308	113.6386801
309	113.6198616
310	113.5900752
311	113.5635365
312	113.5420425
313	113.5123596
314	113.4935273
315	113.4621005
316	113.4494866
317	113.4295801
318	113.4033143
319	113.3539647
320	113.3391043
321	113.3033908
322	113.2761723
323	113.2500379
324	113.2288277
325	113.2094061
326	113.1852841
327	113.144528
328	113.1271124
329	113.0946635
330	113.0588553
331	113.0262439
332	112.9732705
333	112.9410719
334	112.9202045
335	112.9000497
336	112.8832968
337	112.8701951
338	112.8371918
339	112.8256394
340	112.8144636
341	112.7872381
342	112.7667624
343	112.7529248
344	112.706491
345	112.682904
346	112.6666111
347	112.6411173
348	112.610422
349	112.5708208
350	112.541163
351	112.4816733
352	112.4567855
353	112.4333727
354	112.4147299
355	112.3930861
356	112.3662604
357	112.3539401
358	112.3332196
359	112.3077988
360	112.2920191
361	112.2757372
362	112.264123
363	112.2388084
364	112.2254356
365	112.1848667
366	112.1716957
367	112.1464676
368	112.1353865
369	112.1195746
370	112.086484
371	112.0744381
372	112.0568449
373	112.0303877
374	111.9880374
375	111.9651802
376	111.9362612
377	111.9128585
378	111.8813434
379	111.8617589
380	111.8473788
381	111.7974941
382	111.7844436
383	111.7660543
384	111.7570504
385	111.7382001
386	111.712289
387	111.6863349
388	111.6734601
389	111.6451359
390	111.6224851
391	111.6088991
392	111.5944457
393	111.55812
394	111.5452784
395	111.5145019
396	111.4892368
397	111.4583464
398	111.437281
399	111.4273343
400	111.41314
401	111.3932791
402	111.3673077
403	111.3500716
404	111.3139045
405	111.3009726
406	111.2867957
407	111.272204
408	111.2506314
409	111.2097217
410	111.1895265
411	111.1599035
412	111.1280474
413	111.1064726
414	111.0781903
415	111.0548651
416	111.0353689
417	111.0019182
418	110.9776229
419	110.9520577
420	110.9341288
421	110.9211986
422	110.8963037
423	110.868894
424	110.8470623
425	110.8346237
426	110.822882
427	110.7924295
428	110.7651092
429	110.7464158
430	110.7371226
431	110.6986765
432	110.6811485
433	110.6461581
434	110.6154987
435	110.6022102
436	110.5923105
437	110.5699758
438	110.5433842
439	110.5281251
440	110.5059322
441	110.4899645
442	110.4841329
443	110.4670341
444	110.4526301
445	110.4367106
446	110.4251387
447	110.4136386
448	110.3906118
449	110.3722592
450	110.3568609
451	110.3477164
452	110.3283493
453	110.3127501
454	110.289364
455	110.2700536
456	110.2521954
457	110.2367545
458	110.2258403
459	110.2171274
460	110.1973919
461	110.1812188
462	110.1688442
463	110.1561289
464	110.1473267
465	110.1321316
466	110.1140847
467	110.0992688
468	110.0791842
469	110.0688681
470	110.046763
471	110.0235399
472	110.0115254
473	110.0007122
474	109.9909117
475	109.9746142
476	109.9462648
477	109.9350161
478	109.9184738
479	109.8953924
480	109.8743465
481	109.8613783
482	109.8458216
483	109.8333979
484	109.8018704
485	109.787299
486	109.7707697
487	109.762543
488	109.7539657
489	109.7368291
490	109.7244054
491	109.7043551
492	109.6872623
493	109.669796
494	109.6610101
495	109.6458412
496	109.637205
497	109.6284436
498	109.6164615
499	109.602661
500	109.5927764
501	109.5805773
502	109.5679103
503	109.5525523
504	109.5283752
505	109.5115209
506	109.4791706
507	109.4637355
508	109.4475789
509	109.4342375
510	109.4209835
511	109.4112187
512	109.4038339
513	109.3832186
514	109.3695708
515	109.3489601
516	109.336186
517	109.3254832
518	109.314301
519	109.3047237
520	109.2918063
521	109.273603
522	109.2673469
523	109.2496715
524	109.2370828
525	109.2225381
526	109.2064281
527	109.1893332
528	109.1789335
529	109.1727791
530	109.1618493
531	109.13063
532	109.1165753
533	109.1016127
534	109.0878385
535	109.0430881
536	109.0281521
537	109.0143711
538	109.0011362
539	108.9885541
540	108.9644634
541	108.9451496
542	108.9220536
543	108.9087261
544	108.8965747
545	108.8859585
546	108.8732493
547	108.8617877
548	108.854116
549	108.8427544
550	108.8261844
551	108.8130813
552	108.7990222
553	108.7819199
554	108.7695013
555	108.7581868
556	108.7505108
557	108.7407396
558	108.7230012
559	108.6986082
560	108.6601413
561	108.6424582
562	108.6152929
563	108.6047926
564	108.5942369
565	108.5782949
566	108.5679572
567	108.5549492
568	108.5444207
569	108.5356994
570	108.5254468
571	108.5178275
572	108.5049441
573	108.498327
574	108.4802194
575	108.461778
576	108.4474574
577	108.435049
578	108.4306214
579	108.4076624
580	108.3980536
581	108.3871598
582	108.3776562
583	108.3662646
584	108.3539276
585	108.3440463
586	108.3272538
587	108.3122268
588	108.2938875
589	108.2866504
590	108.2716598
591	108.2599131
592	108.2458074
593	108.2358346
594	108.2268703
595	108.2192689
596	108.1975454
597	108.1845399
598	108.1703854
599	108.1498172
600	108.1420489
601	108.1295234
602	108.1178823
603	108.1066468
604	108.0848621
605	108.0763135
606	108.0677309
607	108.0594491
608	108.0525545
609	108.0471376
610	108.0406829
611	108.0267181
612	108.0109938
613	107.9877287
614	107.969618
615	107.9557576
616	107.9380237
617	107.9233042
618	107.9122282
619	107.9036216
620	107.8920059
621	107.8659591
622	107.8512322
623	107.8392383
624	107.8118915
625	107.8000984
626	107.7887223
627	107.7720514
628	107.7546897
629	107.7347254
630	107.7227959
631	107.7092597
632	107.697107
633	107.6858073
634	107.6796844
635	107.6683927
636	107.661096
637	107.6445944
638	107.6327757
639	107.6238717
640	107.6082347
641	107.5984624
642	107.5839774
643	107.571421
644	107.5552209
645	107.547343
646	107.537855
647	107.5300668
648	107.5180502
649	107.5107644
650	107.5013569
651	107.4750529
652	107.4684279
653	107.4447184
654	107.4323718
655	107.3965347
656	107.3845438
657	107.3741773
658	107.3607747
659	107.3349496
660	107.3189759
661	107.3141505
662	107.3024718
663	107.2941886
664	107.2812402
665	107.2679572
666	107.2511977
667	107.2391922
668	107.2334595
669	107.2182935
670	107.2128184
671	107.2026711
672	107.1910677
673	107.17909
674	107.1673693
675	107.1594645
676	107.1486435
677	107.1365331
678	107.1304235
679	107.1192369
680	107.1107491
681	107.0987192
682	107.0682016
683	107.0609287
684	107.0531079
685	107.0439831
686	107.0363481
687	107.0268243
688	107.0215777
689	107.0080565
690	106.9896165
691	106.9779793
692	106.953485
693	106.945997
694	106.9368235
695	106.9296254
696	106.9200388
697	106.9144157
698	106.9016602
699	106.8880342
700	106.8776821
701	106.8627129
702	106.8551387
703	106.8468957
704	106.8415488
705	106.8227578
706	106.8017541
707	106.7964034
708	106.7853037
709	106.7674623
710	106.7573231
711	106.7499002
712	106.7413028
713	106.7345217
714	106.7299023
715	106.7154122
716	106.7065237
717	106.686618
718	106.678629
719	106.6678028
720	106.6549349
721	106.6433302
722	106.6329833
723	106.619063
724	106.604176
725	106.5990893
726	106.5877517
727	106.5800505
728	106.5718952
729	106.5596034
730	106.553614
731	106.5448449
732	106.537282
733	106.529789
734	106.5177284
735	106.5105465
736	106.5013229
737	106.4939049
738	106.4893492
739	106.4838305
740	106.4753669
741	106.4618029
742	106.4560108
743	106.4465951
744	106.4329117
745	106.4255165
746	106.4193687
747	106.4107971
748	106.3934906
749	106.3817921
750	106.3748449
751	106.3648631
752	106.3541134
753	106.3410036
754	106.3290114
755	106.31605
756	106.3054868
757	106.296644
758	106.2871324
759	106.2767107
760	106.2692142
761	106.2614231
762	106.2507231
763	106.2381329
764	106.2255152
765	106.2073965
766	106.1918713
767	106.1878848
768	106.1735623
769	106.1619332
770	106.1472452
771	106.1406537
772	106.1325086
773	106.1174757
774	106.1077474
775	106.0999242
776	106.0896314
777	106.0811963
778	106.0724892
779	106.0543362
780	106.0442778
781	106.0313047
782	106.0178102
783	106.010898
784	106.0044815
785	105.9849382
786	105.9807208
787	105.9735708
788	105.9588151
789	105.9475458
790	105.941277
791	105.923424
792	105.9151526
793	105.9081988
794	105.8957393
795	105.8891737
796	105.8817662
797	105.8734096
798	105.8629248
799	105.8480728
800	105.8325437
801	105.8244744
802	105.8141259
803	105.7970583
804	105.7922107
805	105.7849244
806	105.7807348
807	105.775727
808	105.7643373
809	105.7563618
810	105.7413486
811	105.7348996
812	105.7032573
813	105.6969439
814	105.6900334
815	105.6810524
816	105.6696707
817	105.6636714
818	105.6511567
819	105.63827
820	105.6288528
821	105.618007
822	105.6074117
823	105.5977241
824	105.592361
825	105.5849158
826	105.5714247
827	105.5357237
828	105.5213302
829	105.5151567
830	105.5021913
831	105.49613
832	105.4839883
833	105.4768951
834	105.4693096
835	105.4581132
836	105.4503399
837	105.4394075
838	105.426864
839	105.4217304
840	105.4119069
841	105.3987719
842	105.3865771
843	105.3702004
844	105.3598671
845	105.3527503
846	105.3409178
847	105.3286051
848	105.320679
849	105.2948689
850	105.2807689
851	105.2719295
852	105.2556859
853	105.2436438
854	105.2328829
855	105.2238074
856	105.2168631
857	105.2067679
858	105.1989224
859	105.1938772
860	105.1874426
861	105.1811789
862	105.174778
863	105.1688264
864	105.1653926
865	105.1590745
866	105.1487428
867	105.1405918
868	105.1316599
869	105.1228133
870	105.1142285
871	105.1020584
872	105.0877814
873	105.0817237
874	105.0724783
875	105.0598263
876	105.0494484
877	105.0407839
878	105.0309816
879	105.0273597
880	105.0169464
881	105.0092188
882	104.9970986
883	104.9870881
884	104.9800929
885	104.9719474
886	104.9604558
887	104.9507335
888	104.9391364
889	104.9317837
890	104.9221185
891	104.9148477
892	104.9074931
893	104.8975447
894	104.892153
895	104.8822943
896	104.8754041
897	104.8655626
898	104.8543803
899	104.8484147
900	104.8332126
901	104.8234101
902	104.8192961
903	104.8105051
904	104.8012679
905	104.7934016
906	104.7850048
907	104.7804035
908	104.774651
909	104.7697031
910	104.7613296
911	104.7552789
912	104.7462155
913	104.7405477
914	104.7321805
915	104.7231338
916	104.7153007
917	104.7103321
918	104.700117
919	104.6862114
920	104.6788466
921	104.6745416
922	104.6681927
923	104.6601514
924	104.6514509
925	104.6438213
926	104.6338765
927	104.6254276
928	104.6194467
929	104.6122202
930	104.607166
931	104.5987558
932	104.5879655
933	104.5790982
934	104.5722712
935	104.5647901
936	104.5556774
937	104.5500594
938	104.5436685
939	104.5340967
940	104.52721
941	104.5186612
942	104.5080032
943	104.5016097
944	104.4935993
945	104.4875499
946	104.4799305
947	104.4732104
948	104.4645074
949	104.4508474
950	104.4454789
951	104.4404922
952	104.4318969
953	104.423798
954	104.4164706
955	104.4101225
956	104.4004771
957	104.3891272
958	104.3765855
959	104.3694133
960	104.3596718
961	104.3499035
962	104.3389105
963	104.335793
964	104.3275961
965	104.3216357
966	104.3182815
967	104.2965455
968	104.2847204
969	104.2786862
970	104.2665905
971	104.259987
972	104.2558478
973	104.2527697
974	104.2323399
975	104.2256454
976	104.2197387
977	104.2140205
978	104.2092171
979	104.200282
980	104.1945212
981	104.1841369
982	104.1778132
983	104.1679628
984	104.1592481
985	104.1531181
986	104.1440393
987	104.1397104
988	104.1307628
989	104.1109506
990	104.10458
991	104.0984638
992	104.0865513
993	104.0801059
994	104.0760508
995	104.0641202
996	104.0555579
997	104.0472039
998	104.032104
999	104.0253593
